29	9
-0.136402	0.334209	1.622597	0.000000	0.000000	1.599053	0.000000	-88.457494	0.000000
-0.137547	0.621091	1.614433	0.000000	0.000000	1.599053	0.000000	-88.457496	0.000000
0.194457	0.620541	1.623817	0.000000	0.000000	1.599053	0.000000	-88.457496	0.000000
0.193983	0.334715	1.631905	0.000000	0.000000	1.599053	0.000000	-88.457494	0.000000
0.047357	0.042424	1.636053	0.000000	0.000000	1.599053	0.000000	-88.457494	0.000000
0.340136	0.037427	1.644456	0.000000	0.000000	1.599053	0.000000	-88.457494	0.000000
0.245846	-0.226430	1.649274	0.000000	0.000000	1.599053	0.000000	-88.457494	0.000000
0.577075	-0.143993	1.656284	0.000000	0.000000	1.599053	0.000000	-88.457496	0.000000
-0.134126	-0.227482	1.638583	0.000000	0.000000	1.599053	0.000000	-88.457494	0.000000
-0.258300	0.039170	1.627520	0.000000	0.000000	1.599053	0.000000	-88.457494	0.000000
-0.505811	-0.150073	1.625901	0.000000	0.000000	1.599053	0.000000	-88.457494	0.000000
-0.878261	0.311502	2.253234	0.000000	0.000000	0.028256	0.000000	-88.370642	0.000000
-0.884054	0.306600	2.457866	0.000000	0.000000	0.028256	0.000000	-88.370642	0.000000
-0.880746	0.635099	2.350897	0.000000	0.000000	0.028256	0.000000	-88.370642	0.000000
-0.600762	0.642192	2.325192	0.000000	0.000000	0.171246	0.000000	-86.892268	0.000000
-0.180195	0.663789	3.123284	0.000000	0.000000	-1.542540	0.000000	-91.599089	0.000000
-0.178711	0.390742	3.131065	0.000000	0.000000	-1.542540	0.000000	-91.599087	0.000000
-0.346668	0.147867	3.133212	0.000000	0.000000	-1.542540	0.000000	-91.599089	0.000000
-0.026954	0.127496	3.142809	0.000000	0.000000	-1.542540	0.000000	-91.599087	0.000000
0.225846	0.118165	3.150207	0.000000	0.000000	-1.542540	0.000000	-91.599087	0.000000
0.490386	0.079171	3.158778	0.000000	0.000000	-1.542540	0.000000	-91.599087	0.000000
0.146848	0.398867	3.140021	0.000000	0.000000	-1.542540	0.000000	-91.599089	0.000000
0.154792	0.669293	3.132580	0.000000	0.000000	-1.542540	0.000000	-91.599087	0.000000
0.616093	0.643260	2.489731	0.000000	0.000000	3.028085	0.000000	-86.881125	0.000000
0.530915	0.655750	2.288681	0.000000	0.000000	3.028084	0.000000	-86.881125	0.000000
0.708146	0.619798	2.267023	0.000000	0.000000	3.028085	0.000000	-86.881125	0.000000
0.894900	0.620217	2.399221	0.000000	0.000000	-3.113336	0.000000	-91.512235	0.000000
0.894357	0.292564	2.408493	0.000000	0.000000	-3.113336	0.000000	-91.512235	0.000000
1.247494	0.046776	2.245717	0.000000	0.000000	-3.113335	0.000000	-91.512238	0.000000
