29	9
-0.142323	0.367373	1.637155	0.000000	0.000000	1.575508	0.000000	1.066978	0.000000
-0.151465	0.648742	1.636073	0.000000	0.000000	1.575508	0.000000	1.066978	0.000000
0.174211	0.657484	1.637608	0.000000	0.000000	1.575508	0.000000	1.066979	0.000000
0.181736	0.377104	1.638678	0.000000	0.000000	1.575508	0.000000	1.066978	0.000000
0.046082	0.086299	1.639099	0.000000	0.000000	1.575508	0.000000	1.066978	0.000000
0.333407	0.089581	1.640469	0.000000	0.000000	1.575508	0.000000	1.066978	0.000000
0.248294	-0.171870	1.641024	0.000000	0.000000	1.575506	0.000000	1.066978	0.000000
0.570891	-0.081749	1.642243	0.000000	0.000000	1.575508	0.000000	1.066978	0.000000
-0.124389	-0.183524	1.639274	0.000000	0.000000	1.575508	0.000000	1.066978	0.000000
-0.253645	0.074563	1.637700	0.000000	0.000000	1.575508	0.000000	1.066979	0.000000
-0.491136	-0.117984	1.637268	0.000000	0.000000	1.575508	0.000000	1.066978	0.000000
-0.853846	0.309270	2.271471	0.000000	0.000000	0.004712	0.000000	-0.326221	0.000000
-0.854509	0.299554	2.471947	0.000000	0.000000	0.004710	0.000000	-0.326287	0.000000
-0.862780	0.624137	2.374971	0.000000	0.000000	0.004712	0.000000	-0.326209	0.000000
-0.589139	0.639695	2.343514	0.000000	0.000000	0.021156	0.000000	2.636818	0.000000
-0.158441	0.654393	3.116168	0.000000	0.000000	-1.575506	0.000000	-2.074615	0.000000
-0.149353	0.386604	3.117200	0.000000	0.000000	-1.575506	0.000000	-2.074615	0.000000
-0.307311	0.143674	3.117337	0.000000	0.000000	-1.575506	0.000000	-2.074615	0.000000
0.006864	0.132630	3.118888	0.000000	0.000000	-1.575506	0.000000	-2.074615	0.000000
0.255095	0.130543	3.120090	0.000000	0.000000	-1.575506	0.000000	-2.074613	0.000000
0.515671	0.099690	3.121459	0.000000	0.000000	-1.575506	0.000000	-2.074615	0.000000
0.169759	0.403674	3.118672	0.000000	0.000000	-1.575506	0.000000	-2.074615	0.000000
0.169992	0.669157	3.117694	0.000000	0.000000	-1.575506	0.000000	-2.074615	0.000000
0.607545	0.671739	2.476704	0.000000	0.000000	3.124689	0.000000	2.638721	0.000000
0.518915	0.686207	2.282015	0.000000	0.000000	3.124689	0.000000	2.638721	0.000000
0.693104	0.656538	2.255854	0.000000	0.000000	3.124689	0.000000	2.638721	0.000000
0.879307	0.659226	2.381067	0.000000	0.000000	3.136881	0.000000	-3.467802	0.000000
0.887934	0.337817	2.382294	0.000000	0.000000	3.136881	0.000000	-3.467802	0.000000
1.236907	0.110763	2.208802	0.000000	0.000000	3.136881	0.000000	-3.467802	0.000000
